insertId,jsonPayload.data.address,jsonPayload.data.connectionId,jsonPayload.data.duration,jsonPayload.data.elapsedTime,jsonPayload.data.failure.$clusterTime.clusterTime.$timestamp,jsonPayload.data.failure.$clusterTime.signature.hash.data,jsonPayload.data.failure.$clusterTime.signature.hash.type,jsonPayload.data.failure.$clusterTime.signature.keyId.high,jsonPayload.data.failure.$clusterTime.signature.keyId.low,jsonPayload.data.failure.$clusterTime.signature.keyId.unsigned,jsonPayload.data.failure.cause.address,jsonPayload.data.failure.cause.code,jsonPayload.data.failure.cause.errno,jsonPayload.data.failure.cause.hostname,jsonPayload.data.failure.cause.port,jsonPayload.data.failure.cause.syscall,jsonPayload.data.failure.code,jsonPayload.data.failure.codeName,jsonPayload.data.failure.ok,jsonPayload.data.failure.operationTime.$timestamp,jsonPayload.data.failure.remainingQuiesceTimeMillis,jsonPayload.data.failure.topologyVersion.counter,jsonPayload.data.failure.topologyVersion.processId,jsonPayload.data.reason.commonWireVersion,jsonPayload.data.reason.compatible,jsonPayload.data.reason.heartbeatFrequencyMS,jsonPayload.data.reason.localThresholdMS,jsonPayload.data.reason.logicalSessionTimeoutMinutes,jsonPayload.data.reason.maxElectionId,jsonPayload.data.reason.maxSetVersion,jsonPayload.data.reason.servers,jsonPayload.data.reason.setName,jsonPayload.data.reason.stale,jsonPayload.data.reason.type,jsonPayload.data.topologyId,jsonPayload.data.type,jsonPayload.msg,jsonPayload.timestamp,"labels.""compute.googleapis.com/resource_name""","labels.""k8s-pod/app_kubernetes_io/instance""","labels.""k8s-pod/app_kubernetes_io/name""","labels.""k8s-pod/pod-template-hash""",logName,receiveLocation,receiveTimestamp,receivedLocation,resource.labels.cluster_name,resource.labels.container_name,resource.labels.location,resource.labels.namespace_name,resource.labels.pod_name,resource.labels.project_id,resource.type,severity,timestamp
a5vmeq90zmpa4oge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99640] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580402685Z
85i9sthaaphlbktu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99639] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580397153Z
nuwslum97l3nw1ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99638] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580391361Z
w1wvnirlnxkknud7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99637] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580385531Z
qpi7e3kp7uyd5g7j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99636] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580375703Z
hps0r08c9z6ju1p7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99635] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580294986Z
qjds0q9afl582blo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99634] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580289099Z
80avze4n079yxtp6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99633] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580230262Z
pdijbgv7a1j9rvfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99632] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580224442Z
6cklp73cfp6xs2yj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99631] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580214112Z
83cn6ofd40ni9z89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99630] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.580Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580135955Z
we3ba7t83118gpgk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99629] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580118235Z
fthiitiq9s9r41di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99628] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580111919Z
9gubucc9w9q5zlr2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99627] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580086722Z
vq9kis98b9mau4st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99626] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.580075756Z
yoc9lbo7myyu4b20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99625] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.579997820Z
ct06giplaibivpsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99624] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.579992454Z
n8xgfzsa4beu5vvc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99623] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.579986210Z
yq8p5uv07tsb8ys1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99622] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.579957066Z
7gjxfbl7bexkhnxd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99621] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.579941884Z
64qowcgadcamzjui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99620] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.579834919Z
82qnjhemxoup47vk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ERROR] [TASK] [99619] [Get documents] execution failed: Topology is closed,2022-11-15T18:25:05.579Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.579807222Z
dqp7ag9cpczikt73,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,[EVENT] [serverOpening] [my-cluster-name-rs0-1],2022-11-15T18:25:05.578Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.578686638Z
bhsems3ggesopww2,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,[EVENT] [serverOpening] [my-cluster-name-rs0-0],2022-11-15T18:25:05.576Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.576313611Z
i0fqeehocu3plzw5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] Unknown --> ReplicaSetNoPrimary,2022-11-15T18:25:05.575Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.576062034Z
v9nv04031cwe7yzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,[EVENT] [topologyOpening],2022-11-15T18:25:05.575Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.575622599Z
5jrr26rm0f4gkwyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[INFO] MongoDB client was successfully disconnected,2022-11-15T18:25:05.508Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.513096329Z
afoxld620q548y63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,[EVENT] [topologyClosed],2022-11-15T18:25:05.507Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.512872202Z
f229si5r4cfr75er,my-cluster-name-rs0-2.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,[EVENT] [serverClosed] [my-cluster-name-rs0-2],2022-11-15T18:25:05.506Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.512652918Z
0wtzey4i0ioso9rb,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,[EVENT] [serverClosed] [my-cluster-name-rs0-1],2022-11-15T18:25:05.506Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.512406169Z
ujo2s3emptdil4ww,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,[EVENT] [serverClosed] [my-cluster-name-rs0-0],2022-11-15T18:25:05.505Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.512181177Z
910op4gss7bl113y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[WARN] [TASK] [99678] [Get documents] Execution is suspended while forcing a reconnect,2022-11-15T18:25:05.458Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.459093021Z
bymtafujwiyhh5zu,,,,,,,,,,,,,,,,,,,,,,,,,true,10000,15,30,7fffffff0000000000000054,8,,rs0,,ReplicaSetNoPrimary,,,[ERROR] [TASK] [99618] [Get documents] execution failed: Server selection timed out after 30000 ms,2022-11-15T18:25:05.435Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.435341800Z
5zpck8rh6q4zu80l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[WARN] MongoDB had a server selection error and is still disconnected after 5s. We're closing the connection to force a full reconnect.,2022-11-15T18:25:05.428Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:05.431594098Z
36vhe5e99886a1dx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[TASK] [99677] [Get documents] Start execution while MongoDB is not connected,2022-11-15T18:25:04.958Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:04.958714656Z
0fgnmwts1ahh8fqq,,,,,,,,,,,,,,,,,,,,,,,,,true,10000,15,30,7fffffff0000000000000054,8,,rs0,,ReplicaSetNoPrimary,,,[ERROR] [TASK] [99617] [Get documents] execution failed: Server selection timed out after 30000 ms,2022-11-15T18:25:04.934Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:04.935091673Z
5n50bobdrir9iicu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[TASK] [99676] [Get documents] Start execution while MongoDB is not connected,2022-11-15T18:25:04.457Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:04.457963567Z
m3ahffwqybcq43p0,,,,,,,,,,,,,,,,,,,,,,,,,true,10000,15,30,7fffffff0000000000000054,8,,rs0,,ReplicaSetNoPrimary,,,[ERROR] [TASK] [99616] [Get documents] execution failed: Server selection timed out after 30000 ms,2022-11-15T18:25:04.433Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:04.433971081Z
0g0h7dabla0dijs9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[TASK] [99675] [Get documents] Start execution while MongoDB is not connected,2022-11-15T18:25:03.957Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:03.957637617Z
y3aibed43wyb7708,,,,,,,,,,,,,,,,,,,,,,,,,true,10000,15,30,7fffffff0000000000000054,8,,rs0,,ReplicaSetNoPrimary,,,[ERROR] [TASK] [99615] [Get documents] execution failed: Server selection timed out after 30000 ms,2022-11-15T18:25:03.931Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:03.932051138Z
9p846xs7m1q6b3a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[TASK] [99674] [Get documents] Start execution while MongoDB is not connected,2022-11-15T18:25:03.456Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:03.457104890Z
5p5bmlskttu7mryy,,,,,,,,,,,,,,,,,,,,,,,,,true,10000,15,30,7fffffff0000000000000054,8,,rs0,,ReplicaSetNoPrimary,,,[ERROR] [TASK] [99614] [Get documents] execution failed: Server selection timed out after 30000 ms,2022-11-15T18:25:03.430Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:08.299327595Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:03.430665357Z
nhxxl7rw0h76wifm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[TASK] [99673] [Get documents] Start execution while MongoDB is not connected,2022-11-15T18:25:02.956Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:25:03.289807642Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:25:02.956429275Z
